s6.new.rev.p2.m2,s4.loc.ic.ins.p1,s8.mbl.p2,s2.rch.val.l67,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s8.ic.mou.all.p3,s8.new.rev.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s4.std.ins.l14,s4.loc.ins.l14,s4.data.ins.l14,s4.std.ic.ins.l14,target
0.28,3,4.09,43.0,0.272727273,4.06,-0.19,0.1,-0.08,2.5,1,13,2,1,1
0.07,4,-2.02,45.0,0.166666667,7.5,0.47,0.05,-0.2,2.0,3,14,0,0,0
0.61,4,0.97,31.11,0.285714286,7.65,-0.72,0.67,0.24,0.0,0,14,0,0,0
-0.95,2,0.0,35.63,0.35,2.54,0.59,-0.35,-0.3,5.5,0,9,0,0,1
0.87,4,-7.0,128.67,99.0,5.43,0.09,0.7,0.58,0.0,0,14,0,0,0
0.0,4,-5.12,47.78,99.0,7.55,0.2,0.45,0.36,0.0,2,14,0,0,0
0.35,4,-0.53,32.62,0.0,6.03,0.54,0.43,0.28,0.0,0,13,11,0,0
-0.37,4,-7.0,100.58,0.333333333,12.94,0.5,-0.2,-0.91,0.0,9,13,0,6,1
-0.95,3,0.0,147.5,0.333333333,2.2289999999999965,-0.72,-0.18,-1.07,0.0,8,12,4,6,1
-0.76,4,0.46,32.14,99.0,14.24,0.59,-1.06,-1.07,0.0,3,14,0,2,1
-0.95,3,0.0,23.03,0.368421053,2.2289999999999965,0.01,-0.16,-0.14,5.5,0,12,12,0,1
0.87,2,0.11,28.4,0.105263158,15.69,-0.15,0.85,0.76,5.5,9,12,1,6,0
-0.55,4,-3.18,71.75,0.0,2.2289999999999965,0.03,-0.04,-0.07,0.0,1,14,0,0,0
0.37,4,-1.76,28.14,0.0,13.75,0.52,0.01,-0.2,0.0,9,14,0,6,0
-0.41,4,0.34,29.5,0.1875,17.21,0.59,-0.47,-0.24,2.67,0,14,0,0,0
-0.95,2,0.0,147.5,0.777777778,9.18,0.1,-1.01,-0.81,5.5,0,12,5,0,1
0.17,4,-7.0,131.87,0.0,16.15,0.2,0.85,0.61,0.0,1,14,9,1,0
-0.26,4,-1.16,108.3,99.0,21.32,0.38,-0.11,-0.23,0.0,4,14,1,0,0
-0.2,3,6.59,71.19,0.0,9.38,-0.16,0.03,0.03,2.0,0,13,1,0,1
0.5,4,-7.0,64.25,0.0,10.98,0.59,0.85,0.76,5.5,1,14,1,1,0
0.31,3,-2.56,147.5,0.222222222,2.73,-0.05,0.1,0.09,2.0,0,14,0,0,0
-0.23,4,-4.79,59.38,0.125,3.25,0.1,-0.04,0.04,0.0,1,13,0,1,1
-0.13,4,-5.0,57.5,0.333333333,4.54,-0.37,0.16,0.15,0.0,0,14,0,0,0
-0.5,4,1.35,57.5,0.25,4.16,0.59,-0.1,-0.1,0.0,8,14,2,5,0
0.27,4,6.59,81.83,99.0,8.22,-0.2,0.85,0.36,0.0,4,14,0,4,0
0.42,4,5.96,44.78,0.0,12.28,0.0,0.85,-0.54,0.0,0,13,0,0,1
0.18,3,6.59,33.18,0.090909091,7.48,0.06,-0.01,0.14,0.0,1,14,0,0,0
0.21,4,-7.0,106.67,99.0,7.34,0.08,0.53,0.44,0.0,0,14,1,0,0
0.14,3,-2.26,24.67,99.0,5.28,-0.09,-0.03,0.13,0.0,0,14,0,0,0
0.42,4,0.0,54.0,99.0,13.16,0.5,0.08,0.02,0.0,1,14,0,1,0
-0.55,4,-2.38,52.73,1.0,10.75,-0.72,-1.0,-0.65,2.0,0,14,12,0,1
-0.23,4,0.0,147.5,99.0,21.32,0.13,-1.06,-1.07,0.0,2,14,12,2,1
0.1,4,-0.37,22.298999999999996,99.0,20.83,-0.72,-0.15,-0.07,0.0,0,14,0,0,1
-0.25,4,6.59,146.28,99.0,16.3,-0.72,-1.06,-1.07,0.0,7,14,11,6,1
-0.95,1,0.0,120.0,0.304347826,2.55,-0.11,0.0,0.0,5.5,0,9,0,0,1
0.87,4,4.9,32.0,0.142857143,8.29,0.0,0.67,0.54,5.0,0,14,0,0,0
-0.71,2,-1.61,75.62,0.2,9.65,-0.27,-0.26,0.68,0.0,9,9,12,6,1
0.13,4,-4.99,86.67,0.3125,5.84,-0.72,0.22,0.18,3.0,0,14,0,0,0
0.64,4,-5.72,78.36,99.0,21.32,-0.72,0.85,0.76,0.0,3,14,0,2,0
-0.06,4,0.0,147.5,99.0,21.32,0.59,0.85,0.76,0.0,0,14,0,0,0
-0.95,3,-0.32,27.0,0.538461539,2.2289999999999965,0.59,-0.02,-0.02,5.5,0,9,0,0,1
-0.63,4,6.59,101.43,99.0,3.94,0.33,-0.34,-0.31,0.0,7,14,0,5,0
-0.19,4,-0.14,23.19,99.0,13.81,-0.1,0.85,0.59,0.0,9,14,0,5,1
-0.51,4,0.68,31.63,0.5,2.48,-0.72,-0.24,-0.25,0.0,0,14,0,0,1
0.87,2,6.59,67.08,0.0,19.19,0.17,-0.18,-0.04,0.0,7,14,0,6,0
0.87,4,-1.93,22.298999999999996,0.125,8.05,-0.14,0.05,0.26,2.0,6,14,0,6,0
-0.95,3,-0.07,30.16,0.428571429,7.63,0.08,-0.91,-1.07,5.5,2,9,6,0,1
-0.36,3,-1.96,96.4,0.333333333,2.26,0.01,-0.03,-0.02,3.0,1,12,4,1,0
-0.09,3,2.6,33.86,0.111111111,13.35,0.05,-0.14,0.23,4.0,9,13,0,1,1
-0.82,1,-1.63,56.97,1.0,19.59,-0.72,-1.06,-1.07,2.0,9,11,0,6,1
-0.72,1,0.26,30.0,0.454545455,5.11,-0.24,0.04,-0.19,5.5,0,9,0,0,1
-0.91,3,-0.51,47.64,0.25,7.09,-0.72,-0.55,-1.07,0.0,9,12,0,6,1
0.51,4,0.0,53.33,0.0,21.32,0.46,0.85,0.76,0.0,0,14,9,0,0
-0.39,4,2.0,71.17,99.0,3.41,0.23,0.09,-0.29,0.0,0,14,12,0,0
0.21,4,0.68,63.89,0.2,5.31,0.06,-0.15,-0.1,2.0,1,14,0,1,0
-0.19,1,-1.17,35.38,0.2,6.19,-0.09,0.31,0.08,2.5,6,9,2,6,0
0.01,4,-6.94,52.65,99.0,21.32,0.44,-0.38,-0.27,0.0,1,14,0,0,0
-0.56,4,-1.29,47.17,0.666666667,2.79,-0.36,-0.02,0.05,0.0,2,11,0,2,0
-0.95,4,-0.09,64.0,0.384615385,4.02,-0.46,-0.38,-0.32,3.0,0,13,0,0,1
0.16,3,6.59,125.33,0.0,6.23,-0.57,0.14,-0.16,3.0,0,14,0,0,0
0.06,2,-2.92,35.72,0.0,16.22,-0.54,-0.83,-0.31,0.0,0,14,1,0,1
0.51,3,0.0,84.4,99.0,21.32,0.45,0.85,0.18,0.0,1,14,0,1,0
0.87,4,-0.01,51.17,0.076923077,12.48,0.2,0.85,0.76,4.0,0,11,12,0,0
0.05,4,2.03,24.08,0.0,3.27,0.09,0.24,0.2,0.0,1,12,1,0,1
-0.44,3,-0.59,43.5,0.0,7.89,-0.3,-0.22,-0.28,0.0,0,14,0,0,0
-0.94,1,-0.38,110.0,0.4,7.77,-0.14,-0.99,-0.83,4.0,1,11,0,1,1
-0.39,2,-0.33,22.298999999999996,0.0,5.73,0.59,-0.48,-0.57,0.0,0,14,0,0,1
-0.69,4,-1.37,147.5,0.3,2.2289999999999965,0.14,0.03,0.02,3.0,0,14,0,0,0
0.1,4,3.33,74.29,0.0,10.81,0.1,0.85,0.76,0.0,3,14,0,2,0
-0.49,4,-7.0,147.5,99.0,5.05,-0.72,-0.68,-1.07,0.0,0,14,3,0,0
0.09,3,-1.8,22.298999999999996,0.166666667,3.22,-0.06,-0.06,-0.02,0.0,0,11,2,0,0
-0.44,4,-5.78,65.58,0.3,7.5,0.16,-0.38,-0.2,3.0,6,14,0,2,1
0.87,3,-7.0,65.25,0.0,18.37,0.08,0.85,0.76,5.5,9,11,1,4,0
-0.95,4,0.0,135.63,0.583333333,2.2289999999999965,0.02,0.0,0.0,5.5,1,14,0,1,0
0.87,4,-7.0,60.29,0.0,6.4,-0.08,0.4,0.33,0.0,4,14,0,3,0
0.33,4,6.59,22.298999999999996,0.2,2.61,-0.11,0.12,0.06,0.0,2,14,3,2,0
-0.29,4,-2.56,137.38,99.0,9.57,-0.29,0.41,-0.12,0.0,0,14,0,0,0
-0.38,4,-2.26,34.57,99.0,2.3,-0.35,0.07,0.14,0.0,1,14,0,1,0
-0.95,3,-0.04,22.298999999999996,0.4,8.05,0.15,-1.06,-0.86,5.0,0,12,4,0,1
-0.65,4,-4.3,116.33,99.0,9.73,-0.72,-1.06,-1.07,0.0,0,14,5,0,1
0.87,2,-3.79,147.5,99.0,21.32,0.22,0.85,0.76,0.0,9,9,12,6,0
0.41,4,2.64,85.75,0.0,7.68,0.59,0.06,-0.23,0.0,1,14,12,0,0
-0.51,3,-3.34,35.6,0.2,12.15,-0.09,-1.06,-1.07,2.0,1,14,1,1,1
-0.15,4,2.35,22.298999999999996,99.0,2.82,0.35,0.25,0.06,0.0,4,14,0,4,1
0.74,4,5.51,66.13,99.0,21.32,0.19,0.85,0.76,0.0,1,14,1,0,0
0.87,3,-1.48,58.17,0.0,11.68,-0.36,0.26,-0.22,0.0,1,14,0,1,0
0.87,4,0.0,147.5,99.0,21.32,0.41,0.85,0.76,0.0,0,14,12,0,0
0.87,4,-0.76,45.06,99.0,18.12,0.59,0.48,0.75,0.0,1,14,0,1,0
-0.11,4,0.23,22.298999999999996,99.0,21.32,-0.17,-0.94,-1.07,0.0,0,14,0,0,0
-0.05,4,6.59,114.25,1.0,11.07,-0.72,-0.51,-0.49,2.0,1,14,2,1,0
0.27,4,0.0,54.0,99.0,17.52,0.17,-0.08,0.15,0.0,1,14,0,1,0
0.21,4,-1.62,53.2,0.0,2.2289999999999965,0.59,0.09,0.76,4.0,0,11,8,0,1
-0.28,4,4.99,40.33,1.0,7.25,0.42,0.21,0.21,0.0,3,14,0,2,0
-0.6,4,-5.67,147.5,99.0,12.03,0.46,-1.06,-0.75,0.0,9,14,12,6,1
-0.17,4,0.15,77.89,0.0,8.63,-0.19,-0.78,-0.5,0.0,1,14,0,0,0
0.79,4,4.47,23.33,0.0,21.32,-0.72,0.85,0.76,0.0,2,14,0,2,0
0.87,4,-0.47,26.0,0.0625,11.89,0.22,0.63,0.72,4.0,0,12,0,0,0
-0.24,2,-1.7,38.6,0.157894737,3.31,0.05,0.33,0.23,5.5,4,9,0,3,1
-0.82,4,0.0,147.5,99.0,21.32,-0.2,-1.06,-0.6,0.0,0,14,0,0,0
-0.25,4,-7.0,90.83,99.0,2.87,0.59,-0.02,0.33,0.0,9,14,12,6,0
-0.39,4,6.59,118.53,1.0,17.81,-0.17,-1.05,-0.45,0.0,1,14,5,1,0
0.56,3,-2.1,39.09,0.0,4.78,-0.11,0.27,0.24,2.0,1,14,0,0,1
-0.95,4,0.0,147.5,99.0,21.32,0.08,-1.06,0.76,0.0,2,14,0,0,0
-0.95,4,0.0,64.57,0.35,2.2289999999999965,-0.14,0.0,0.0,5.5,1,12,12,1,1
0.05,4,6.59,37.0,0.0,8.98,-0.11,-1.06,-1.07,0.0,1,14,0,1,1
0.37,4,6.59,51.96,99.0,10.79,0.59,0.85,0.76,0.0,1,14,0,1,0
0.54,1,-5.28,147.5,0.0,3.93,0.28,0.0,0.01,0.0,0,14,0,0,0
-0.34,4,4.33,30.0,0.333333333,2.75,0.16,0.19,0.09,0.0,2,14,0,2,0
-0.63,3,-2.44,58.63,1.0,7.79,-0.42,-0.92,-1.07,0.0,9,9,0,6,1
-0.95,3,-0.32,127.0,0.8,10.95,-0.72,-0.77,-0.42,4.0,2,13,0,1,0
-0.02,4,-7.0,80.4,99.0,3.48,-0.24,0.37,0.16,0.0,1,14,0,0,0
-0.25,4,-3.69,69.41,99.0,7.5,0.18,-0.26,-0.2,0.0,2,14,0,2,0
-0.95,4,0.0,22.298999999999996,0.411764706,15.74,0.05,-1.06,-1.01,5.5,0,14,0,0,1
-0.48,4,6.24,97.22,99.0,11.11,0.59,-1.06,-1.07,0.0,0,14,0,0,1
0.87,3,-3.57,32.8,0.0,7.04,-0.72,0.09,-0.1,0.0,0,13,0,0,0
0.81,3,-7.0,143.71,0.0,9.75,0.37,0.5,0.58,0.0,1,14,12,1,0
-0.49,4,-7.0,147.5,99.0,14.95,0.28,-0.82,0.76,0.0,8,14,0,5,0
0.02,3,-0.52,49.29,99.0,7.69,-0.14,0.22,0.28,0.0,0,14,12,0,0
-0.27,4,1.99,33.04,0.0,4.45,0.21,0.06,0.15,0.0,3,14,12,3,0
-0.17,3,-6.79,53.0,0.5,8.71,-0.7,-0.4,-0.34,0.0,1,13,0,0,0
0.23,4,-1.03,22.298999999999996,0.0,9.73,0.19,0.28,0.73,0.0,7,14,0,3,0
-0.37,4,-0.47,22.5,0.25,6.99,-0.18,-0.58,-0.25,2.0,4,14,0,4,0
0.1,4,-7.0,118.68,99.0,20.03,0.59,0.12,-0.06,0.0,0,14,0,0,1
0.02,4,0.0,71.57,99.0,21.32,0.59,0.77,0.76,0.0,0,14,12,0,0
0.52,4,2.33,32.5,0.25,7.04,0.59,0.55,0.27,0.0,0,13,0,0,0
0.5,4,4.95,62.22,0.1,6.19,0.07,0.1,0.03,2.0,0,14,0,0,0
0.48,4,-7.0,106.17,0.0,7.25,0.34,0.85,0.76,4.0,1,14,1,0,0
-0.37,3,-0.04,22.298999999999996,0.0,2.2289999999999965,-0.23,0.12,0.09,0.0,1,14,0,1,1
-0.95,1,-0.39,56.1,0.5,2.2289999999999965,-0.07,-0.05,0.04,5.5,2,9,0,2,1
-0.23,4,-0.25,23.75,0.333333333,4.91,-0.03,0.1,-0.1,3.0,0,13,0,0,0
-0.16,3,2.28,42.0,0.0,7.1,-0.45,-0.39,-0.28,0.0,5,14,1,5,0
-0.44,4,2.89,57.2,99.0,5.37,0.21,-0.1,-0.17,0.0,7,14,0,4,1
-0.21,3,0.45,95.0,1.0,5.55,0.09,-0.2,-0.18,0.0,1,14,0,0,0
0.12,4,6.59,55.57,0.0,6.35,0.26,0.14,0.15,0.0,0,14,0,0,0
0.54,4,-1.69,24.75,0.0,10.05,0.11,-0.61,-0.38,0.0,0,14,12,0,0
0.08,4,-0.45,82.18,99.0,19.55,0.59,-0.21,0.76,0.0,2,12,12,1,0
-0.21,1,0.0,22.298999999999996,0.272727273,8.5,0.0,-0.16,-0.33,2.5,0,9,0,0,0
-0.37,4,-5.02,87.11,0.5,12.65,-0.72,0.06,-0.57,0.0,9,14,2,6,1
-0.28,4,-6.86,147.5,0.5,6.1,-0.07,0.14,0.1,2.0,9,14,4,0,0
-0.33,4,6.59,115.63,0.071428571,6.59,0.16,-0.11,-0.14,2.0,3,14,12,3,0
-0.95,4,-0.11,55.0,0.333333333,2.2289999999999965,-0.38,-0.05,-0.04,3.0,2,14,0,1,1
0.21,2,0.78,28.34,0.090909091,20.55,-0.17,-0.08,-0.06,5.0,0,11,0,0,0
-0.85,4,-7.0,147.5,99.0,21.32,-0.48,-1.06,0.76,0.0,0,14,12,0,1
-0.5,4,-1.71,30.36,0.2,12.56,-0.61,-0.59,-0.26,2.0,9,9,3,6,1
-0.21,2,-2.2,93.33,0.090909091,5.0,0.1,-0.08,-0.03,5.0,1,13,0,1,0
-0.12,3,6.59,111.43,99.0,3.63,-0.11,0.11,0.07,0.0,0,14,0,0,0
0.21,4,-3.32,39.17,99.0,2.56,-0.01,0.07,0.06,0.0,0,14,0,0,0
0.0,4,-0.84,22.298999999999996,99.0,11.22,0.55,-0.27,0.14,0.0,2,14,7,1,0
-0.95,1,0.0,30.16,0.636363636,21.32,-0.72,-1.06,-1.07,5.5,1,9,2,0,1
-0.1,3,-1.67,68.28,0.4,19.94,0.59,-1.06,-1.07,2.0,0,14,11,0,0
0.04,4,2.09,56.0,0.25,9.78,0.39,0.15,-0.05,0.0,0,14,1,0,0
-0.95,1,0.0,34.38,0.35,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.95,1,0.0,30.0,0.318181818,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.68,2,0.94,22.298999999999996,0.555555556,6.2,-0.65,0.07,0.32,5.0,1,12,0,1,1
0.1,4,5.19,49.0,0.416666667,7.37,-0.15,0.18,-0.13,5.5,1,14,0,1,0
0.87,4,-1.33,23.82,0.142857143,9.13,0.14,0.76,0.49,3.5,0,14,4,0,0
-0.86,4,-0.53,63.33,0.25,2.43,0.09,-0.14,-0.12,2.0,0,13,0,0,0
-0.95,1,0.0,66.23,0.538461539,2.2289999999999965,0.0,-0.01,-0.02,5.5,0,9,2,0,1
0.53,1,-6.31,38.33,0.166666667,5.0,0.05,0.45,0.39,0.0,0,11,0,0,0
0.19,3,-2.76,25.45,0.25,2.81,-0.28,0.12,0.08,0.0,1,14,0,0,0
-0.45,4,6.59,147.5,99.0,8.59,-0.72,-0.8,-0.76,0.0,1,14,0,1,0
-0.48,4,0.05,22.298999999999996,99.0,12.35,0.59,0.11,0.47,0.0,6,14,5,6,0
0.87,2,-0.66,22.298999999999996,0.0,8.85,-0.45,0.85,0.76,0.0,0,13,0,0,0
0.23,2,0.84,23.69,0.4,19.8,-0.33,-0.07,-1.07,2.0,0,13,1,0,0
-0.63,2,6.59,49.0,0.0,5.44,0.59,-0.45,-0.67,0.0,9,14,0,6,0
0.16,4,-3.33,147.5,99.0,13.28,0.59,0.85,0.76,0.0,7,14,3,5,0
-0.52,4,-1.02,22.298999999999996,0.0,5.03,-0.1,-0.3,-0.06,2.0,0,14,0,0,1
-0.83,1,0.0,34.75,0.4,3.06,-0.3,-0.02,0.01,5.5,0,9,0,0,1
0.25,1,5.44,137.5,0.2,12.77,-0.72,0.77,0.6,2.0,2,11,1,2,0
-0.89,4,-2.87,50.35,0.5,21.32,-0.13,-1.06,-1.07,0.0,4,14,1,4,1
0.08,4,-7.0,124.0,99.0,4.49,0.42,0.09,0.39,0.0,3,13,1,2,0
0.58,4,1.29,55.6,0.0,6.08,0.38,0.24,0.58,0.0,0,14,0,0,0
-0.42,2,-0.74,30.0,0.375,4.72,0.09,-0.4,-0.31,2.0,0,12,0,0,0
-0.29,4,-4.07,36.82,0.5,4.23,-0.16,-0.11,-0.09,0.0,0,14,0,0,0
-0.95,1,-0.75,32.5,0.625,6.76,-0.37,-0.56,-0.56,5.0,6,9,0,6,1
0.79,4,-5.59,72.96,99.0,21.32,0.16,0.85,0.35,0.0,9,14,8,6,0
-0.62,4,0.0,54.0,99.0,12.19,0.1,0.01,0.19,0.0,9,14,0,5,0
-0.66,2,2.98,43.87,0.7,8.3,-0.72,-0.4,-0.32,5.5,1,12,10,1,1
0.87,4,0.0,114.29,0.0,21.32,0.31,0.85,0.76,5.5,1,14,0,0,0
0.7,4,0.0,106.0,0.5,21.32,-0.57,0.85,-0.45,2.0,0,14,2,0,0
0.68,3,0.43,36.25,0.214285714,5.3,0.14,0.32,0.21,3.5,5,13,3,5,0
-0.73,3,-0.82,22.298999999999996,0.2,3.71,-0.65,-0.46,-0.3,2.0,0,12,0,0,1
0.87,4,-7.0,74.75,0.333333333,8.54,0.45,0.82,0.56,0.0,0,14,1,0,0
0.34,4,5.51,65.0,99.0,6.82,-0.17,0.21,0.17,0.0,1,14,0,1,0
0.55,4,0.23,33.33,0.4,3.91,0.59,0.31,-0.49,5.5,0,11,0,0,0
-0.26,4,-2.03,26.3,0.0,4.75,-0.01,0.1,0.33,0.0,1,14,2,0,0
-0.22,4,2.78,34.76,99.0,4.11,0.25,-0.46,-0.38,0.0,1,14,0,0,0
0.74,4,3.58,68.17,0.0,9.72,-0.05,-0.21,0.03,0.0,3,14,2,0,0
0.44,4,1.03,51.97,99.0,20.88,0.59,-0.87,0.11,0.0,0,14,1,0,0
-0.21,1,6.06,49.26,99.0,4.01,-0.55,-0.43,-0.73,0.0,9,9,0,1,0
-0.27,3,-4.25,71.25,0.25,3.6,-0.72,-0.14,-0.11,0.0,0,14,0,0,0
0.48,4,-0.51,22.298999999999996,0.0,10.13,-0.65,0.08,0.21,2.0,1,14,3,1,0
-0.75,4,-0.18,136.5,0.0,3.58,0.07,0.06,0.17,3.0,2,14,0,1,0
-0.06,4,1.42,68.0,99.0,7.26,-0.33,-0.23,-0.09,0.0,0,14,0,0,0
0.32,4,-5.29,147.5,0.222222222,5.28,-0.12,0.08,0.06,0.0,1,13,0,1,0
0.87,2,-7.0,60.4,0.0,9.19,0.14,0.01,0.05,0.0,0,14,0,0,0
-0.11,3,-4.74,55.83,1.0,2.85,0.07,0.18,0.16,0.0,1,14,0,0,0
0.18,4,4.11,46.4,0.0,9.98,-0.06,0.05,0.59,0.0,1,14,0,0,0
-0.95,1,0.0,42.71,0.466666667,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
0.87,4,-5.0,71.95,99.0,21.32,0.59,0.85,0.23,0.0,5,14,12,4,0
-0.04,4,-0.55,39.53,0.1,7.65,-0.26,0.74,0.76,3.0,4,14,1,1,0
-0.16,4,3.84,55.59,99.0,11.08,-0.72,0.83,0.76,0.0,0,14,10,0,0
-0.95,3,0.0,58.95,0.6,7.82,-0.28,-1.01,-0.74,5.5,0,13,12,0,1
-0.08,4,-1.02,39.33,99.0,8.59,0.59,-0.17,-0.26,0.0,1,14,0,1,0
-0.4,3,0.0,36.76,0.0,16.55,0.04,-0.58,-0.03,0.0,1,14,0,1,1
-0.15,1,-4.39,47.63,0.333333333,5.03,-0.06,0.01,0.0,2.0,0,10,0,0,0
0.87,4,6.59,48.67,0.0,21.32,0.59,0.85,0.76,0.0,0,14,3,0,0
0.24,4,-7.0,108.75,99.0,13.95,-0.72,-0.26,-0.22,0.0,0,14,0,0,0
-0.19,4,-7.0,147.5,99.0,3.24,-0.07,0.16,0.15,0.0,9,14,0,6,0
-0.15,4,-7.0,101.0,99.0,7.41,-0.57,0.03,0.42,0.0,1,14,0,1,0
-0.17,4,-7.0,143.9,99.0,11.9,-0.6,-0.74,0.09,0.0,1,14,0,0,1
0.87,1,-1.27,55.86,0.2,7.86,0.18,0.58,0.24,5.5,6,9,0,5,0
-0.69,4,-0.34,147.5,0.294117647,2.2289999999999965,-0.02,0.01,0.01,4.0,0,14,0,0,1
-0.32,4,-0.43,24.19,0.5,8.66,-0.27,-0.18,-0.05,0.0,0,14,0,0,0
-0.6,3,-1.91,40.71,0.5,4.51,-0.44,-0.33,-0.27,0.0,0,13,0,0,0
0.21,4,6.51,67.0,0.0,15.96,0.59,0.85,0.76,0.0,1,14,1,1,0
0.01,4,-0.68,56.67,0.384615385,3.43,0.17,-0.18,-0.15,5.0,0,14,1,0,0
-0.13,4,-0.74,39.46,0.0,12.41,0.59,0.54,0.76,4.0,7,9,0,2,0
-0.14,4,0.49,37.5,0.2,6.86,-0.32,-0.14,-0.11,0.0,0,14,0,0,0
-0.36,4,6.59,56.73,99.0,6.28,-0.01,0.07,-0.73,0.0,6,14,0,3,0
-0.69,3,1.25,44.5,0.235294118,2.59,-0.42,-0.1,-0.6,2.5,1,13,0,0,1
0.74,4,-1.18,22.68,99.0,21.32,0.59,0.85,0.76,0.0,0,14,0,0,0
0.34,4,-0.28,22.298999999999996,0.3,7.85,0.59,0.32,0.1,2.5,0,13,0,0,0
-0.46,3,-6.84,147.5,0.333333333,8.03,-0.28,-0.43,-0.36,0.0,0,13,0,0,1
-0.29,4,-7.0,69.5,0.5,7.2,0.59,-0.45,-0.19,2.0,9,12,6,3,1
0.08,4,-0.11,22.298999999999996,0.0,9.14,-0.72,-0.46,-0.91,0.0,1,14,0,1,1
-0.95,1,0.0,28.8,0.35,2.2289999999999965,0.0,0.0,0.0,5.5,0,9,0,0,1
-0.33,4,-0.49,67.5,0.055555556,13.46,-0.45,-0.78,-0.23,2.0,2,14,0,2,0
0.34,3,-5.23,100.0,0.4,4.82,-0.03,0.35,0.25,2.5,0,12,0,0,0
-0.35,3,5.43,65.0,0.4,2.64,0.05,-0.22,-0.2,0.0,1,12,0,0,0
-0.44,4,4.82,78.33,99.0,3.26,-0.09,-0.11,-0.15,0.0,0,14,1,0,0
-0.72,4,-0.78,48.67,0.214285714,2.84,0.27,-0.3,-0.5,2.0,0,14,1,0,1
0.87,4,-0.83,55.0,0.076923077,11.42,-0.19,-1.06,-0.69,0.0,2,14,1,1,1
-0.68,4,-4.29,86.73,99.0,6.85,0.31,-0.38,-0.27,0.0,1,14,0,0,1
0.87,4,-7.0,62.5,0.0,6.99,0.18,0.73,0.7,0.0,0,14,0,0,0
-0.95,4,0.0,26.5,0.166666667,5.8,0.0,-0.62,-0.55,4.0,1,13,0,1,1
-0.67,3,-3.95,34.43,99.0,17.98,-0.12,-0.77,-0.01,0.0,3,14,0,3,1
-0.63,4,0.0,34.27,0.333333333,6.61,-0.19,-0.18,-1.07,3.0,0,14,0,0,1
-0.27,4,1.47,33.73,0.0,14.69,-0.72,-0.85,0.31,0.0,1,14,12,0,1
0.48,4,1.39,36.36,0.076923077,11.2,0.45,0.35,-0.04,3.0,9,14,0,2,0
-0.83,4,-0.92,95.38,1.0,8.12,0.27,-0.88,-0.55,2.0,5,14,1,4,1
-0.78,4,-2.34,56.15,0.333333333,13.38,-0.72,-1.06,-1.07,2.0,2,14,1,1,0
0.1,4,-0.17,22.298999999999996,99.0,5.25,-0.18,-0.05,-0.12,0.0,0,14,0,0,0
-0.28,4,6.59,147.5,99.0,7.99,0.1,-0.03,0.0,0.0,3,14,12,3,1
-0.95,1,-0.12,147.5,0.0,21.32,-0.72,-1.06,0.76,0.0,2,14,0,2,1
-0.95,3,-0.04,34.8,0.333333333,2.2289999999999965,0.12,0.0,0.0,5.5,0,9,0,0,1
0.21,4,0.0,147.5,99.0,21.32,0.47,0.62,-0.06,0.0,0,14,2,0,0
0.32,4,0.76,22.298999999999996,0.0,6.05,0.59,-0.35,-0.97,0.0,0,14,0,0,0
-0.95,4,0.0,28.57,0.388888889,11.77,-0.03,-1.06,-0.54,4.5,0,14,12,0,1
-0.45,4,-4.04,147.5,0.0,3.7,-0.72,-0.32,-0.25,0.0,4,14,0,1,0
-0.22,4,-0.26,33.29,99.0,21.32,-0.19,-0.08,-0.54,0.0,1,14,0,1,0
-0.54,3,-0.57,33.71,0.153846154,9.73,-0.37,-1.06,-0.63,0.0,0,14,8,0,0
-0.11,4,0.0,100.91,0.0,21.32,0.45,0.67,0.01,0.0,4,13,0,2,0
-0.15,4,1.57,76.67,1.0,21.32,0.25,-1.06,-1.07,0.0,0,14,0,0,1
-0.95,3,0.0,24.75,0.304347826,2.2289999999999965,-0.13,0.0,0.0,5.5,0,10,0,0,1
0.28,4,0.24,33.09,0.0,6.81,-0.39,0.6,0.52,0.0,7,14,0,5,0
0.87,4,0.38,32.58,0.125,11.65,-0.04,0.85,0.76,2.0,2,12,1,0,0
-0.68,4,-0.25,22.298999999999996,0.166666667,5.02,0.59,-0.11,-0.05,0.0,5,14,0,4,1
-0.63,4,-1.96,42.2,99.0,2.2289999999999965,-0.14,-0.01,-0.03,0.0,1,14,0,1,1
0.87,4,0.0,54.0,0.0,12.6,-0.05,0.25,0.44,3.0,4,13,0,4,0
-0.26,4,1.96,59.86,99.0,8.46,-0.72,0.13,-0.77,0.0,5,14,5,3,0
0.32,4,-3.43,147.5,99.0,21.32,-0.34,0.22,-1.07,0.0,2,14,4,1,0
-0.16,4,3.26,113.16,99.0,7.05,0.44,0.53,0.6,0.0,2,14,0,1,0
-0.25,4,0.38,37.14,99.0,2.94,0.14,0.33,0.29,0.0,0,14,0,0,0
-0.95,4,0.0,34.0,0.259259259,2.2289999999999965,-0.15,0.0,0.0,5.5,3,14,2,3,0
-0.33,1,-2.28,24.0,0.25,3.98,-0.25,-0.3,-0.05,0.0,0,13,0,0,0
