s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s3.new.rev.p3,s7.s5.s4.day.nomou.p4,s8.og.rev.p3,s8.ic.mou.all.p3,target,s7.rev.p2.p6,s7.new.rev.p3.p6,ds.usg.p6,ds.og.usg.p4,s4.day.no.mou.p2,s7.rtd.mou.p3.p6,s7.new.rev.l21.p6,s8.new.rev.p3,s1.loc.og.mou.p1,s7.rtd.mou.l21.p6,s8.rtd.mou.p3,s8.rev.p6,s5.rev.p2,s4.rch.val.gt.30.p2,s4.loc.ins.l14,s4.data.ins.l14,s3.og.rev.all.m2,s3.new.rev.m2
6.44,99.0,7.41,0.0,0.26,-0.05,0,0.27,0.47,0,0,0,0.46,0.55,0.29,21.0997,0.54,0.22,-0.01,33.07,1.0,14.0,5,4.17,4.17
5.26,0.0,4.53,0.0,-0.34,0.96,0,0.16,0.33,0,0,0,0.32,0.53,-0.27,14.0329,0.52,-0.29,-0.555,52.46,2.0,14.0,5,4.98,5.03
6.44,1.0,2.65,1.0,-0.13,-0.15,0,0.14,0.32,0,0,1,0.35,0.43,-0.08,10.5332,0.46,-0.11,-0.03,10.09,1.0,14.0,0,4.41,7.06
-3.89,0.5,3.37,0.0,-0.01,0.05,0,0.16,0.3,0,0,0,0.32,0.6,-0.01,12.9833,0.61,0.0,0.02,9.33,0.0,13.0,0,5.0,5.33
-0.33,0.263157895,0.29,0.842105263,0.02,0.34,0,0.02,0.02,0,0,2,0.06,0.175,0.02,0.7833,0.175,0.05,-0.19,0.98,0.0,11.5,2,2.66,2.85
0.64,0.25,3.52,0.0,0.02,-0.13,0,0.19,0.51,0,0,0,0.36,0.8,-0.25,9.9332,0.57,0.01,0.06,8.86,0.0,13.0,0,2.58,3.24
-0.14,0.454545455,1.22,0.454545455,-0.23,0.0,1,0.02,0.11,0,0,1,0.46,0.39,-0.23,0.0,0.69,-1.19,-0.1,1.3,0.0,12.0,0,4.9,7.66
-1.06,0.176470588,3.67,0.294117647,-0.04,0.2,0,0.25,0.41,0,0,1,0.25,0.43,-0.02,0.0166,0.26,-0.04,-0.06,9.2,0.0,11.5,0,2.65,5.48
6.44,0.0,7.68,0.428571429,0.21,-0.03,0,0.28,0.49,0,0,0,0.41,0.61,0.26,16.7828,0.58,0.17,0.02,18.98,2.0,14.0,0,4.18,5.66
-3.18,0.0,8.49,1.0,0.51,0.96,0,0.4649999999999999,0.765,0,0,0,0.765,0.935,0.4,107.0235125,0.935,1.175,0.24,12.2,1.0,11.5,0,3.51,6.31
-4.35,0.0,9.02,0.0,-0.03,-0.17,0,0.11,0.42,0,0,0,0.53,0.61,-0.83,27.0163,0.68,0.18,-0.04,6.9,1.0,14.0,0,3.72,7.02
-0.12,0.4,5.06,0.0,-0.32,0.11,0,0.08,0.51,0,0,0,0.5,0.62,-0.39,1.8665,0.62,-0.26,0.0,7.35,0.0,14.0,0,3.78,4.07
0.0,0.28,1.98,0.48,-0.01,-0.04,1,0.0,0.07,0,0,1,0.01,0.175,-0.18,0.0,0.175,-0.01,-0.15,0.0,0.0,11.5,0,10.14,14.41
0.0,0.375,0.75,0.375,-0.03,-0.12,0,0.0,0.05,0,0,1,0.02,0.42,-0.09,0.0,0.43,-0.02,-0.11,0.36,0.0,11.5,0,3.43,3.47
-6.31,99.0,23.87,0.0,-0.9,0.08,1,0.1,0.49,0,0,0,0.42,0.56,-0.9,0.0,0.52,-1.3,0.18,30.1,0.0,11.5,0,14.7,19.55
-7.26,99.0,7.03,0.0,-0.13,-0.11,1,0.19,0.42,0,0,0,0.4,0.6,-0.45,52.133,0.55,0.11,0.04,15.56,0.0,14.0,0,4.7,8.61
6.44,99.0,12.68,0.0,-1.125,-0.32,1,0.08,0.3,0,0,0,0.31,0.43,-1.13,70.2329,0.45,-0.35,-0.555,40.27,1.0,14.0,0,17.39,17.1
6.44,0.111111111,19.94,0.222222222,0.03,-0.03,0,0.22,0.45,0,0,0,0.42,0.58,0.03,15.1166,0.56,-1.06,0.02,44.75,1.0,11.5,0,18.14,18.14
0.0,0.7,4.65,1.0,-0.79,-1.04,1,0.0,0.12,0,0,1,0.27,0.77,-0.79,0.0,0.51,-1.3450000000000002,-0.1,0.0,0.0,11.5,0,3.59,27.29875
4.11,0.444444444,7.08,0.333333333,-0.33,0.1,0,0.3,0.33,0,0,1,0.19,0.5,-0.04,12.2499,0.36,-0.29,0.16,41.06,2.0,13.0,4,4.73,9.74
-1.6,1.0,8.13,0.0,0.02,-1.02,1,0.19,0.39,0,0,0,0.36,0.55,0.0,22.2497,0.56,-0.56,-0.04,26.42,0.0,14.0,0,5.76,6.82
4.11,0.0,9.98,0.0,0.18,-0.06,0,0.17,0.47,0,0,0,0.54,0.68,0.05,46.3162,0.72,0.59,0.11,17.41,1.0,14.0,0,4.66,8.01
-2.05,99.0,14.78,0.0,0.2,-0.25,0,0.18,0.41,0,0,0,0.4,0.74,-0.33,68.6663,0.68,1.0,0.37,44.81,2.0,14.0,0,18.26375,24.35
0.0,0.230769231,14.99,0.269230769,-0.53,0.39,0,0.11,0.4,0,0,2,0.4,0.65,-0.56,12.9999,0.65,-0.45,0.01,16.75,0.0,11.5,0,14.21,15.28
0.0,0.411764706,3.7,0.588235294,-0.43,-0.12,0,0.0,0.34,0,0,1,0.37,0.7,-0.43,0.0,0.73,-0.31,0.03,0.0,0.0,11.5,0,4.27,4.24
-6.14,1.0,7.27,0.0,-0.33,-0.04,1,0.1,0.25,0,0,0,0.39,0.4,-0.33,30.1832,0.63,-0.96,-0.13,24.6,0.0,14.0,1,9.83,15.97
-2.74,99.0,22.06,0.0,0.71,0.14,1,0.12,0.25,0,0,0,0.26,0.44,0.98,69.8495,0.45,0.65,-0.555,72.57,1.0,14.0,0,18.26375,27.29875
6.44,0.0,12.59,0.0,0.37,0.53,0,0.16,0.43,0,0,0,0.37,0.72,-0.1,26.5994,0.61,0.68,-0.02,20.14,2.0,14.0,0,8.87,11.24
1.65,99.0,4.48,0.0,-0.39,-0.98,0,0.16,0.41,0,0,0,0.41,0.58,-0.46,15.7162,0.58,-0.33,-0.01,12.52,0.0,14.0,0,3.5,3.9
3.55,99.0,5.16,0.0,0.33,-0.36,0,0.07,0.1,0,0,0,0.42,0.935,0.49,107.0235125,0.63,1.175,-0.13,18.14,1.0,14.0,0,0.0,27.29875
0.0,0.142857143,0.0,0.571428571,0.0,0.07,0,0.0,0.0049999999999999,0,0,0,0.765,0.68,0.0,107.0235125,0.84,-1.3450000000000002,-0.26,0.0,0.0,13.0,0,7.42,27.29875
0.0,0.35,0.0,0.95,0.0,-0.02,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,1.1666,0.175,0.0,-0.21,0.0,0.0,11.5,0,3.67,3.67
5.76,99.0,13.76,0.0,0.995,-1.04,0,0.34,0.52,0,0,0,0.5,0.67,1.36,107.0235125,0.68,0.49,0.32,51.0,1.0,14.0,0,5.91,6.65
-7.960000000000001,0.0,23.18,0.0,0.995,-0.06,1,0.25,0.56,0,0,0,0.55,0.7,1.36,107.0235125,0.69,1.175,0.525,71.32,2.0,14.0,5,18.26375,21.52
-0.01,0.5,11.68,0.0,-0.91,-0.51,1,0.11,0.41,0,0,0,0.37,0.57,-1.52,7.0831,0.54,-0.77,0.04,8.18,0.0,14.0,0,5.99,11.11
-0.54,0.076923077,7.0,0.692307692,0.36,0.28,0,0.19,0.46,0,0,0,0.38,0.64,0.41,5.0999,0.53,0.63,-0.16,41.03,2.0,11.5,5,3.43,5.49
-3.03,0.0,11.71,0.0,-0.74,0.56,0,0.19,0.57,0,0,0,0.59,0.75,-0.72,43.7329,0.76,-0.59,0.28,23.42,1.0,14.0,0,9.68,9.84
6.44,0.333333333,2.23,0.333333333,0.13,-0.14,1,-0.01,0.07,0,0,2,0.05,0.175,0.19,2.5833,0.175,0.11,-0.39,6.79,1.0,11.5,0,8.75,8.88
4.22,99.0,10.39,0.0,0.08,0.05,0,0.17,0.41,0,0,0,0.44,0.52,0.2,3.2164,0.59,0.2,-0.555,38.59,2.0,11.5,5,8.27,13.24
-4.87,0.0,7.08,0.375,0.29,-0.02,0,0.28,0.56,0,0,0,0.55,0.78,0.27,12.7996,0.78,0.24,0.11,16.97,1.0,11.5,0,4.3,4.3
1.58,99.0,16.56,0.0,-0.53,-0.71,0,0.21,0.51,0,0,0,0.37,0.63,-0.1,39.2162,0.51,-0.45,0.19,40.99,2.0,14.0,0,10.64,10.99
-1.69,99.0,13.63,0.0,-1.04,0.44,1,0.12,0.34,0,0,0,0.3,0.53,-1.52,84.1495,0.47,-0.37,-0.29,20.88,1.0,14.0,0,16.25,17.35
6.44,99.0,10.9,0.0,0.06,0.13,0,0.08,0.34,0,0,0,0.34,0.51,0.25,26.8828,0.49,0.5,-0.08,25.3,1.0,12.0,5,8.87,8.92
1.24,0.2,26.005000000000003,0.8,-0.96,-0.21,0,0.23,0.765,0,0,1,0.765,0.93,-1.52,107.0235125,0.935,-1.21,0.525,26.34,0.0,14.0,1,10.18,27.29875
-1.78,0.2,1.43,0.2,0.15,-0.04,1,0.11,0.13,0,0,0,0.16,0.4,0.15,8.4999,0.47,0.13,-0.08,5.07,0.0,14.0,0,3.44,4.46
-1.08,0.5,9.93,0.0,-0.43,0.19,1,0.22,0.42,0,0,0,0.44,0.61,-0.3,24.5665,0.65,-0.39,0.01,19.07,1.0,11.5,0,5.87,8.35
0.47,0.0,6.36,0.0,-0.14,-0.03,1,0.21,0.39,0,0,0,0.46,0.63,-0.03,1.1165,0.59,-0.39,0.06,16.74,0.0,11.5,0,6.76,10.69
0.22,0.5,9.14,0.0,0.35,0.71,0,0.25,0.38,0,0,0,0.33,0.57,0.88,34.8162,0.5,0.29,-0.01,25.94,1.0,14.0,0,6.23,7.15
-2.25,1.0,1.68,0.0,0.1,-1.04,1,0.06,0.08,0,0,0,0.06,0.175,0.1,6.0499,0.175,0.08,-0.09,7.99,0.0,14.0,5,9.34,17.41
-4.92,1.0,5.51,1.0,-0.06,0.27,0,0.18,0.33,0,0,1,0.35,0.6,-0.06,11.2664,0.61,-0.07,0.04,15.25,0.0,14.0,0,5.34,6.3
-0.97,0.111111111,4.39,0.222222222,-0.15,0.03,1,0.17,0.44,0,0,0,0.48,0.65,-0.14,3.2499,0.69,-0.13,0.0,13.78,0.0,12.0,0,3.52,3.84
-5.39,0.285714286,4.87,0.285714286,-0.31,-0.01,1,0.2,0.34,0,0,1,0.37,0.5,-0.31,8.9332,0.45,-0.26,0.01,13.0,0.0,12.0,2,4.85,5.08
3.87,99.0,20.25,0.0,-1.125,0.41,0,0.15,0.33,0,0,0,0.32,0.47,-1.52,91.4828,0.49,-1.3450000000000002,-0.555,72.47,2.5,14.0,0,18.26375,24.41
-4.7,99.0,14.01,0.0,0.63,-1.04,0,0.24,0.51,0,0,0,0.55,0.65,0.58,107.0235125,0.74,0.15,0.25,45.56,2.0,14.0,0,9.81,10.54
-0.01,99.0,7.76,0.0,-0.2,0.96,0,0.17,0.53,0,0,0,0.58,0.63,-0.51,3.3497,0.71,-0.2,0.06,18.06,0.0,14.0,0,4.95,7.85
0.0,0.294117647,17.74,0.352941177,-1.125,0.0,1,0.1,0.72,0,0,1,0.67,0.8,-1.52,0.0,0.75,-1.3450000000000002,0.07,20.0,0.0,11.5,0,11.33,12.79
2.79,99.0,26.005000000000003,0.0,-1.125,-1.04,0,0.19,0.47,0,0,0,0.47,0.68,-1.52,107.0235125,0.67,-1.25,0.525,75.53125,2.5,14.0,1,18.26375,27.29875
0.4,0.2,1.38,0.45,0.04,0.07,1,0.12,0.05,0,0,1,0.05,0.31,0.04,2.4498,0.28,0.03,-0.05,27.92,0.0,13.0,2,14.8,15.37
-0.73,0.083333333,19.4,0.333333333,0.38,0.05,0,0.4649999999999999,0.63,0,0,0,0.64,0.81,0.27,20.083,0.8,0.36,0.22,47.28,1.0,13.0,0,6.45,8.91
-7.960000000000001,0.0,3.32,0.0,0.19,-0.47,0,0.24,0.44,0,0,0,0.52,0.54,0.19,66.233,0.64,0.4,-0.01,13.17,0.0,14.0,0,3.7,7.92
-0.96,99.0,13.7,0.0,0.11,0.12,0,0.16,0.54,0,0,0,0.5,0.71,0.13,13.0329,0.63,0.98,0.3,18.2,0.0,14.0,0,7.56,12.21
-1.15,99.0,11.78,0.0,0.995,0.74,0,0.34,0.54,0,0,0,0.65,0.6,1.36,107.0235125,0.7,1.175,0.38,45.0,2.5,14.0,0,10.05,10.85
-2.81,0.333333333,2.05,0.266666667,0.12,-0.49,0,0.05,0.38,0,0,2,0.17,0.62,0.12,6.9332,0.31,-0.88,-0.18,12.98,0.0,11.5,5,0.68,0.93
6.44,99.0,13.05,0.0,-0.54,-0.07,0,0.14,0.28,0,0,0,0.45,0.55,-0.38,107.0235125,0.62,-0.9,-0.51,75.53125,2.5,14.0,5,13.04,17.86
-1.77,0.4,4.14,0.4,-0.07,0.14,0,0.16,0.26,0,0,1,0.26,0.55,-0.08,4.2665,0.56,-0.06,-0.13,13.37,0.0,13.0,0,8.04,8.0
-0.24,0.285714286,7.54,0.285714286,-0.21,0.01,0,0.15,0.44,0,0,1,0.36,0.52,-0.26,3.8333,0.48,-0.19,-0.02,14.96,0.0,14.0,4,3.82,6.37
-5.91,1.0,7.83,0.0,-0.89,-1.04,1,0.15,0.32,0,0,0,0.39,0.59,-0.89,0.0,0.65,-0.38,-0.04,30.0,0.0,11.5,0,7.36,7.36
-1.55,0.0,8.14,0.8,0.25,0.01,0,0.42,0.64,0,0,0,0.67,0.85,0.43,107.0235125,0.92,1.175,0.52,27.82,2.0,14.0,0,6.02,8.05
1.3,0.0,4.85,0.75,0.14,0.2,0,0.21,0.37,0,0,0,0.38,0.56,0.18,18.8498,0.55,-0.09,-0.03,15.31,0.0,13.0,0,3.32,3.71
-5.33,0.166666667,4.48,0.0,0.12,-0.17,0,0.18,0.34,0,0,0,0.34,0.54,0.12,22.3664,0.54,0.1,0.07,10.57,0.0,13.0,1,5.78,5.78
-7.960000000000001,99.0,9.57,0.0,0.09,0.43,0,0.18,0.44,0,0,0,0.41,0.59,-0.23,105.9993,0.55,0.08,0.04,30.21,1.0,14.0,5,5.63,7.56
-1.6,0.0,14.3,0.666666667,-0.37,-0.61,1,0.19,0.44,0,0,0,0.44,0.64,-1.09,36.3663,0.58,-0.31,0.16,21.2,1.0,14.0,0,9.65,15.29
-2.63,99.0,11.28,0.0,0.47,0.93,0,0.19,0.43,0,0,0,0.49,0.57,0.41,13.0831,0.62,0.88,0.09,30.05,2.0,14.0,0,9.29,13.41
-0.15,0.214285714,7.88,0.285714286,-0.51,0.53,1,0.17,0.48,0,0,0,0.49,0.71,-0.43,8.7332,0.73,-0.43,0.08,15.58,0.0,11.5,0,6.98,7.24
0.0,99.0,2.08,0.0,-0.01,0.15,0,0.12,0.19,0,0,0,0.4,0.22,-0.01,47.9995,0.46,-0.04,-0.07,7.34,0.0,14.0,0,2.71,27.29875
0.0,0.153846154,15.8,0.461538462,-0.17,0.04,0,0.24,0.63,0,0,1,0.69,0.64,-0.89,60.3832,0.73,-1.3450000000000002,0.17,25.54,0.0,14.0,0,5.24,16.25
5.21,0.5,15.93,0.5,-1.125,-0.08,0,0.17,0.36,0,0,0,0.45,0.51,-1.27,107.0235125,0.64,-1.3450000000000002,-0.16,54.2,2.5,14.0,0,18.26375,27.29875
0.0,0.368421053,0.0,0.894736842,0.0,-0.08,0,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.33,0.0,0.2166,0.34,0.0,-0.23,0.0,0.0,13.0,0,11.79,11.75
1.37,99.0,12.52,0.0,0.58,0.15,0,0.17,0.41,0,0,0,0.49,0.63,-0.19,90.7327,0.67,0.94,0.27,40.58,1.0,14.0,5,9.93,13.36
-0.53,99.0,14.54,0.0,0.92,-0.11,0,0.19,0.4,0,0,0,0.51,0.58,1.36,107.0235125,0.63,1.175,0.06,57.39,2.5,14.0,1,10.42,12.72
0.16,99.0,7.87,0.0,0.57,0.05,0,0.19,0.31,0,0,0,0.32,0.47,0.93,107.0235125,0.5,1.175,-0.01,32.25,2.0,14.0,0,8.15,10.74
-4.94,1.0,4.83,1.0,-0.04,0.0,0,0.15,0.35,0,0,1,0.34,0.44,-0.11,11.9163,0.44,-0.02,-0.08,14.81,0.0,13.0,0,5.74,5.61
-0.02,0.368421053,0.03,0.473684211,0.0,-0.59,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.9499,0.175,0.0,-0.35,0.08,0.0,13.0,3,6.95,9.06
-2.23,99.0,2.63,0.0,-0.17,-0.04,1,0.14,0.31,0,0,0,0.3,0.51,-0.23,8.1831,0.51,-0.14,-0.08,7.62,0.0,14.0,0,3.84,4.03
1.18,0.0,19.46,0.625,0.995,0.06,0,0.46,0.765,0,0,0,0.765,0.935,1.36,107.0235125,0.935,1.175,0.525,57.82,2.5,14.0,0,11.32,15.68
0.48,0.2,2.78,0.8,-0.16,-0.23,0,0.18,0.4,0,0,0,0.4,0.68,-0.2,31.6331,0.74,-0.49,0.16,8.95,1.0,14.0,0,4.34,5.04
-2.55,0.166666667,4.88,0.5,-0.5,0.13,1,0.14,0.41,0,0,0,0.41,0.69,-0.5,7.4499,0.69,-0.42,0.09,8.52,0.0,12.0,0,6.75,6.75
-7.960000000000001,99.0,13.15,0.0,-1.125,-1.04,0,0.15,0.45,0,0,0,0.46,0.56,-1.52,85.2495,0.59,-1.3450000000000002,0.18,42.93,1.0,14.0,0,13.26,17.03
-0.75,0.0,10.46,0.375,-0.18,-0.45,1,0.18,0.52,0,0,0,0.53,0.75,-0.36,23.7496,0.75,-0.15,0.16,12.8,1.0,14.0,0,11.07,11.85
0.08,0.461538462,5.84,0.384615385,-0.54,-0.34,1,-0.01,0.25,0,0,1,0.27,0.49,-0.62,0.0,0.45,-0.46,-0.2,0.0,0.0,14.0,0,5.17,5.9
-7.960000000000001,99.0,26.005000000000003,0.0,-1.07,-0.18,1,0.06,0.63,0,0,0,0.51,0.74,-1.52,107.0235125,0.68,1.175,0.31,22.15,0.0,14.0,0,8.3,27.29875
0.0,0.0,11.93,0.9,0.51,-0.02,0,0.26,0.4,0,0,0,0.37,0.43,0.51,79.9663,0.42,1.175,-0.01,9.29,0.0,14.0,0,3.12,12.82
-0.9,0.3,6.46,0.3,-0.11,-0.01,0,0.13,0.6,0,0,1,0.45,0.63,-0.45,1.6999,0.49,-0.09,0.05,3.6,0.0,14.0,2,3.43,5.09
-7.960000000000001,99.0,13.55,0.0,-0.57,-0.88,0,0.33,0.5,0,0,0,0.59,0.61,-0.57,63.8161,0.72,-1.3450000000000002,0.06,75.53125,1.0,14.0,5,11.75,18.24
0.07,0.0,26.005000000000003,1.0,-1.125,-0.21,0,0.25,0.68,0,0,0,0.71,0.8,-1.52,102.0828,0.87,-1.3450000000000002,0.525,24.53,2.0,14.0,0,18.26375,23.15
0.0,0.388888889,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.18,0.0,0.0,11.5,0,5.22,11.39
4.07,0.666666667,15.79,0.0,-0.24,0.11,1,0.16,0.35,0,0,0,0.23,0.49,0.39,56.7164,0.38,0.41,-0.07,43.2,1.0,14.0,0,12.2,12.42
0.19,0.333333333,7.32,0.333333333,-0.39,0.02,1,0.14,0.61,0,0,1,0.67,0.65,-0.43,7.6831,0.72,-0.28,0.07,10.3,0.0,14.0,0,4.79,5.92
0.0,99.0,0.73,0.0,-0.11,-0.17,0,0.0,0.02,0,0,0,0.51,0.175,-0.11,107.0235125,0.7,-1.3450000000000002,-0.45,0.0,0.0,14.0,1,1.77,27.29875
-0.01,0.75,5.83,0.875,-0.29,-0.82,1,0.02,0.22,0,0,1,0.13,0.37,-0.8,0.4166,0.3,-0.24,-0.27,3.18,0.0,14.0,5,3.26,7.95
-4.73,0.0,11.57,0.0,0.65,-0.47,0,0.45,0.59,0,0,0,0.54,0.79,0.43,4.2498,0.69,1.175,0.24,38.95,2.0,14.0,5,3.02,6.72
-3.6,0.0,8.03,0.416666667,0.18,0.05,0,0.38,0.71,0,0,0,0.765,0.79,0.01,90.7829,0.83,0.41,0.22,20.1,1.0,13.0,4,5.24,7.2
-2.42,0.235294118,3.06,0.235294118,0.13,0.72,1,0.14,0.22,0,0,2,0.23,0.4,0.13,9.5832,0.4,0.11,-0.07,11.1,0.0,13.0,0,4.13,4.5
-0.73,0.0,4.56,0.0,0.19,0.32,0,0.25,0.5,0,0,0,0.73,0.58,-0.06,19.1664,0.87,0.33,0.06,9.11,0.0,12.0,0,1.64,5.69
-1.27,0.2,3.3,0.4,0.06,0.09,1,0.03,0.35,0,0,0,0.34,0.51,-0.15,5.9333,0.51,0.05,-0.16,5.48,0.0,12.0,5,2.19,4.15
1.26,0.0,10.14,0.5,-0.05,-0.02,1,0.07,0.24,0,0,0,0.16,0.31,-0.58,13.3495,0.3,-0.18,-0.18,8.92,0.0,14.0,0,14.12,20.52
-0.05,0.0,5.66,0.0,0.09,-0.19,0,0.23,0.46,0,0,0,0.4,0.55,-0.05,20.1495,0.46,0.07,-0.02,17.7,0.0,13.0,2,3.48,5.62
-4.49,0.5,5.89,0.0,0.43,0.01,0,0.25,0.36,0,0,0,0.36,0.48,0.39,21.6162,0.5,0.36,-0.02,12.64,1.0,12.0,0,6.4,8.83
-7.960000000000001,0.0,9.24,0.0,-0.43,0.02,1,0.2,0.34,0,0,0,0.37,0.42,-0.43,16.2832,0.47,-1.3450000000000002,-0.14,22.65,0.0,11.5,1,11.47,14.61
4.29,0.181818182,15.84,0.272727273,0.54,0.96,0,0.35,0.65,0,0,1,0.39,0.73,0.85,75.2495,0.47,1.02,0.33,32.45,2.0,14.0,0,7.38,12.25
6.32,99.0,8.26,0.0,0.68,0.54,0,0.14,0.39,0,0,0,0.38,0.5,0.79,47.4994,0.5,0.54,-0.23,30.84,1.0,14.0,1,5.34,5.99
6.44,0.25,11.3,0.5,-0.09,-0.01,1,0.13,0.43,0,0,1,0.4,0.67,0.09,107.0235125,0.62,-0.46,-0.04,26.15,1.0,14.0,0,8.77,10.57
0.0,0.28,0.0,1.0,0.0,0.0,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.3,0.0,0.0,11.5,0,8.46,10.16
6.44,99.0,20.73,0.0,-0.09,0.29,0,0.17,0.41,0,0,0,0.36,0.54,-0.07,107.0235125,0.45,1.175,0.525,75.53125,2.0,14.0,5,15.18,17.92
-0.69,99.0,26.005000000000003,0.0,-0.25,-0.39,0,0.39,0.51,0,0,0,0.55,0.52,1.36,107.0235125,0.72,-1.3450000000000002,-0.36,75.53125,1.0,14.0,5,2.65,27.29875
-1.11,0.1875,5.98,0.625,-0.83,0.17,1,0.07,0.39,0,0,1,0.43,0.935,-0.85,1.4333,0.935,-0.57,0.07,4.63,0.0,11.5,0,8.01,9.26
6.44,0.0,18.02,1.0,0.52,0.27,0,0.41,0.765,0,0,0,0.765,0.935,0.38,31.6999,0.935,1.175,0.525,27.33,2.0,11.5,0,7.72,14.07
0.54,0.0,7.01,1.0,0.04,0.49,0,0.18,0.35,0,0,0,0.28,0.44,-0.02,15.1495,0.41,0.03,-0.08,25.67,2.0,14.0,2,6.15,7.94
0.72,0.363636364,3.02,0.272727273,0.04,-0.34,0,0.15,0.24,0,0,1,0.19,0.5,0.12,11.3832,0.49,0.03,-0.03,8.49,0.0,11.5,2,5.34,7.48
0.0,0.5,1.2,0.571428571,-0.12,-1.04,1,0.0,0.03,0,0,1,0.03,0.19,-0.12,0.6166,0.21,-0.11,-0.26,0.88,0.0,13.0,1,16.12,16.95
-0.18,0.4,1.56,0.3,-0.13,-0.46,0,0.07,0.16,0,0,1,0.03,0.2,-0.15,0.1833,0.175,-0.11,-0.1,2.63,0.0,14.0,0,4.08,4.09
-4.12,0.0,4.65,0.0,0.17,-0.2,0,0.16,0.26,0,0,0,0.3,0.46,0.13,11.7163,0.5,0.14,-0.13,20.7,0.0,14.0,0,5.16,7.58
-0.61,0.5,14.53,0.5,-0.81,-0.27,1,0.01,0.45,0,0,1,0.47,0.57,-1.05,0.1666,0.5,-0.68,-0.08,4.06,0.0,13.0,1,7.87,11.21
-1.0,0.0,4.04,1.0,-0.11,0.82,1,0.16,0.27,0,0,0,0.49,0.39,-0.09,11.6664,0.53,-0.19,-0.14,16.24,0.0,14.0,0,5.34,9.88
6.44,0.0,3.23,0.0,0.33,0.18,0,0.2,0.37,0,0,0,0.43,0.64,0.39,67.6327,0.57,0.69,0.0,10.4,1.0,14.0,0,3.34,7.52
0.21,99.0,9.65,0.0,0.18,-0.3,0,0.25,0.48,0,0,0,0.43,0.56,0.46,26.0829,0.52,0.15,0.03,18.12,0.0,14.0,0,3.4,8.93
3.29,99.0,9.79,0.0,0.5,0.19,0,0.17,0.33,0,0,0,0.39,0.59,0.52,0.0,0.67,0.65,-0.08,36.05,1.0,14.0,0,7.26,7.26
-0.13,99.0,2.85,0.0,0.04,-1.04,0,0.22,0.45,0,0,0,0.48,0.56,0.22,11.4498,0.59,0.04,0.07,10.82,0.0,14.0,5,2.16,4.48
1.41,0.157894737,16.86,0.52631579,0.06,0.83,0,0.24,0.6,0,0,0,0.71,0.935,0.46,29.1831,0.935,0.05,0.3,42.03,1.0,11.5,0,6.65,8.13
0.0,0.368421053,1.47,0.631578947,-0.17,-0.25,1,0.0,0.08,0,0,1,0.11,0.65,-0.17,0.0,0.54,-0.15,0.0,0.0,0.0,11.5,0,4.5,8.13
-0.12,99.0,15.8,0.0,0.04,0.96,0,0.18,0.4,0,0,0,0.54,0.52,0.04,34.6663,0.65,0.03,0.02,23.38,0.0,14.0,0,9.16,14.09
-6.63,0.0,5.58,0.0,0.31,-0.17,0,0.17,0.58,0,0,0,0.36,0.7,0.31,29.4828,0.44,0.24,0.03,18.74,0.0,14.0,0,4.34,4.34
0.59,99.0,5.5,0.0,-0.2,0.13,0,0.11,0.4,0,0,0,0.51,0.61,-0.23,36.7662,0.67,-0.54,0.03,10.56,1.0,14.0,0,5.21,8.09
1.24,99.0,19.71,0.0,-0.31,0.32,1,0.12,0.35,0,0,0,0.33,0.59,-0.81,66.8995,0.55,-0.28,-0.43,54.13,2.5,14.0,5,18.26375,26.45
-4.9,99.0,3.72,0.0,0.0,-0.34,0,0.23,0.49,0,0,0,0.48,0.61,-0.03,14.8496,0.61,0.0,0.05,9.79,0.0,14.0,0,3.03,3.09
2.34,0.5,7.31,0.0,0.05,0.23,0,0.22,0.54,0,0,0,0.58,0.7,0.06,30.2162,0.72,0.01,0.15,16.24,1.0,14.0,0,4.47,4.98
6.44,0.0,26.005000000000003,0.0,0.23,-0.93,1,0.09,0.44,0,0,0,0.51,0.69,-1.52,107.0235125,0.69,1.175,0.3,42.6,2.0,14.0,0,18.26375,27.29875
-1.85,0.0,10.57,0.0,0.16,-0.65,0,0.12,0.33,0,0,0,0.32,0.52,0.32,20.7663,0.48,0.13,-0.16,17.79,0.0,14.0,0,9.06,10.21
0.0,1.0,26.005000000000003,0.0,-0.28,-0.58,0,0.22,0.47,0,0,0,0.51,0.5,1.02,25.1163,0.65,-0.79,-0.01,58.73,1.0,13.0,1,2.83,27.29875
0.0,0.3,0.0,0.8,0.0,-0.13,1,0.0,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,0.0,0.175,0.0,-0.555,0.0,0.0,11.5,0,17.02,22.37
0.0,0.304347826,0.0,0.695652174,0.0,0.56,1,0.4649999999999999,0.0049999999999999,0,0,1,0.0049999999999999,0.175,0.0,2.0665,0.175,0.0,0.44,75.53125,1.0,14.0,5,4.14,10.19
