s6.new.rev.p2.m2,s2.rch.val.p6,s8.mbl.p2,s7.s4.day.no.mou.p2.p4,s8.ic.mou.all.p3,s6.rtd.mou.p2.m2,s1.og.hom.mou.p1,ds.usg.p6,ds.og.usg.p4,s3.new.rev.p1,s2.s4.day.no.mou.p2,s8.new.rev.p3,s4.low.blnc.ins.p3,s8.rtd.mou.p3,s2.s4.day.no.mou.p3,s7.rtd.mou.m1.m2,s4.rch.val.gt.30.p2,s4.data.ins.l14,s4.std.ic.ins.l14,target
-0.14,35.56,2.3,0.0,-0.21,-0.06,17.5498,0.0,0.0,5.36,0.0,-0.01,1.0,0.0,0.0,0.054659823,1.0,0.0,0.0,0
0.59,30.0,-1.57,0.0,0.37,0.46,0.0,0.0,0.0,0.8,0.0,0.07,0.0,0.4,0.0,0.725585498,0.0,0.0,0.0,0
-0.56,40.0,-0.85,0.2,0.55,-0.14,2.9332,0.0,0.0,0.46,0.0,-0.14,1.0,-0.05,0.0,0.321688449,0.0,0.0,0.0,1
0.11,42.1,1.72,0.0,-0.21,0.6,71.9997,0.0,0.0,2.79,0.0,0.27,1.0,0.22,0.0,0.557765902,1.0,0.0,0.0,0
-0.79,49.17,0.01,0.375,-0.66,-0.89,10.2499,0.0,0.0,7.78,2.0,-1.18,11.0,-0.76,2.0,1.368674201,0.0,1.0,0.0,0
-0.15,17.78,0.15,0.181818182,-0.74,-0.6,5.1665,0.0,0.0,4.9,2.0,-0.23,12.0,-0.16,3.5,0.550703206,0.0,3.0,0.0,1
0.19,35.83,0.39,0.0,-0.83,-0.06,17.233,0.0,0.0,12.07,0.0,-0.08,1.0,-0.25,0.0,1.249668305,1.0,3.0,3.0,0
-0.45,25.38,1.45,99.0,-0.81,-0.59,19.3665,0.0,0.0,11.34,0.0,0.28,2.0,-0.21,0.0,0.945917912,0.0,0.0,0.0,1
-0.35,75.0,-7.63,0.0,0.48,-0.32,26.8497,0.0,0.0,3.52,0.0,-0.34,1.0,-0.12,0.0,1.024356535,0.0,0.0,0.0,0
0.15,44.0,-4.98,0.0,-0.37,0.15,14.0831,0.0,0.0,3.51,0.0,0.35,2.0,0.29,2.0,1.071347856,1.0,0.0,0.0,0
-0.07,71.0,-0.36,99.0,0.11,0.5,81.7331,0.0,0.0,3.59,0.0,-0.81,0.0,0.46,0.0,1.516874057,1.0,0.0,1.0,0
-0.75,116.67,-2.87,1.0,-0.09,-0.72,8.733,0.0,0.0,2.57,0.0,0.01,1.0,0.0,0.0,1.372933794,0.0,0.0,5.0,1
0.4,35.0,-7.2,0.0625,0.07,0.47,26.0666,0.0,0.0,11.15,0.0,0.5,0.0,0.42,3.0,0.583233389,0.0,0.0,1.0,0
0.13,11.11,0.46,0.0,-0.12,0.11,6.3832,0.0,0.0,5.59,0.0,-0.25,6.0,-0.18,0.0,0.948568145,0.0,0.0,0.0,0
-0.48,57.33,-2.71,99.0,0.59,-0.47,42.5664,0.0,0.0,6.02,0.0,-0.8,2.0,-1.22,0.0,1.114880995,1.0,0.0,0.0,1
-0.09,77.5,-3.99,0.2,-0.18,-0.05,15.1665,0.0,0.0,3.63,0.0,-0.03,0.0,-0.02,0.0,1.031382601,0.0,0.0,0.0,0
0.01,37.5,-0.43,0.0,0.41,-0.18,11.6165,0.0,0.0,5.68,0.0,0.06,2.0,-0.07,0.0,0.504923303,0.0,0.0,0.0,0
-0.26,45.55,1.0,0.0,0.03,-0.29,15.2832,0.0,0.0,5.53,0.0,0.56,0.0,0.43,0.0,1.067125422,0.0,0.0,0.0,0
0.38,35.55,6.04,0.0,0.22,0.71,75.8331,0.0,0.0,6.99,0.0,0.34,0.0,0.64,0.0,0.035788775,1.0,0.0,1.0,0
0.58,36.17,-0.93,0.133333333,-0.19,0.8,53.1163,0.0,0.0,9.73,2.0,-1.19,8.0,-0.52,3.0,0.0,1.0,0.0,0.0,1
0.51,10.5,-0.77,99.0,-0.07,0.37,26.5831,0.0,0.0,1.79,0.0,0.22,3.0,0.18,0.0,1.367196127,0.0,0.0,0.0,0
-0.13,112.5,-6.8,0.0,0.16,-0.11,31.0664,0.0,0.0,7.65,0.0,-0.12,0.0,-0.07,0.0,0.518217817,0.0,0.0,0.0,0
-0.25,62.0,-6.21,0.0,-0.17,-0.2,17.0665,0.0,0.0,3.25,0.0,-0.3,3.0,-0.25,0.0,0.381232402,0.0,0.0,0.0,0
0.06,29.71,0.05,99.0,0.02,0.28,25.4497,0.0,0.0,3.32,0.0,0.05,2.0,0.38,0.0,1.22542917,0.0,0.0,0.0,0
-0.31,54.29,-5.33,0.0,0.06,-0.03,28.4331,0.0,0.0,7.39,0.0,-0.1,1.0,-0.03,0.0,0.441681356,0.0,0.0,0.0,1
-0.19,79.33,-5.15,0.5,-0.12,0.19,48.4331,0.0,0.0,4.32,2.0,0.01,0.0,-0.03,2.0,1.010585629,0.0,0.0,0.0,0
-0.16,44.29,1.82,0.5,-0.47,-0.45,22.1832,0.0,0.0,8.72,2.0,-1.03,3.0,-0.96,2.0,1.462631305,0.0,0.0,0.0,1
0.26,20.0,-0.36,0.0,0.34,0.15,12.0831,0.0,0.0,3.19,0.0,0.2,1.0,0.15,6.0,0.785166944,0.0,0.0,0.0,1
-0.37,54.0,0.0,99.0,0.13,-0.33,42.5998,0.0,0.0,2.24,0.0,-0.89,15.0,-0.82,0.0,1.35963925,1.0,0.0,1.0,0
-0.71,54.0,0.0,0.0,-0.4,-0.22,21.683,0.0,0.0,0.68,0.0,-0.21,15.0,-0.05,0.0,0.612987057,0.0,0.0,2.0,0
-0.06,65.0,-6.83,99.0,-0.16,0.0,20.2831,0.0,0.0,3.22,0.0,-0.08,0.0,0.0,0.0,0.573190777,0.0,0.0,0.0,1
-0.04,13.57,1.62,0.0,-0.1,0.27,15.3832,0.0,0.0,5.04,0.0,0.09,8.0,0.16,0.0,0.90881352,0.0,0.0,1.0,0
0.11,30.0,-7.37,0.0,-0.21,0.39,17.9498,0.0,0.0,4.09,0.0,-0.46,3.0,0.08,0.0,1.330700673,0.0,1.0,0.0,0
0.23,51.67,0.87,0.5,-0.55,0.16,27.0999,0.0,0.0,9.17,0.0,0.31,4.0,0.24,0.0,0.945184433,2.0,0.0,0.0,0
-0.8,39.25,-1.3,0.333333333,0.14,-0.74,6.9164,0.0,0.0,0.99,2.0,-0.15,6.0,0.03,2.0,0.710951024,0.0,0.0,0.0,1
0.21,42.86,-4.94,0.25,0.02,0.33,19.3998,0.0,0.0,5.53,0.0,0.15,0.0,0.12,0.0,1.906924883,0.0,0.0,0.0,0
-0.63,51.67,-3.14,0.4,0.06,-0.52,3.9833,0.0,0.0,1.98,0.0,-0.14,1.0,-0.15,2.0,0.926259885,0.0,0.0,4.0,1
0.16,49.86,-0.08,1.0,-0.08,0.05,32.5497,0.0,0.0,0.39,0.0,0.0,8.0,0.15,0.0,0.70674853,1.0,0.0,0.0,0
-0.76,72.14,1.54,0.666666667,-0.22,-0.77,1.3166,0.0,0.0,1.67,2.0,-0.76,6.0,-0.49,2.0,1.288997851,1.0,0.0,1.0,1
-0.82,17.5,-0.43,0.333333333,0.58,-0.77,2.0832,0.0,0.0,1.01,2.0,-0.05,1.0,-0.04,2.0,1.162207104,0.0,4.0,4.0,1
-0.83,35.43,-0.73,0.2,-0.29,-0.71,3.8332,0.0,0.0,0.48,0.0,-0.44,0.0,-0.87,0.0,0.0,0.0,2.0,0.0,0
-0.67,44.33,0.61,0.0,0.82,-0.66,3.3498,0.0,0.0,0.64,0.0,-0.1,1.0,-0.09,0.0,1.061148935,0.0,0.0,0.0,0
0.29,40.0,-2.0,0.25,-0.09,0.42,11.7665,0.0,0.0,2.85,0.0,0.18,1.0,0.22,2.0,0.460738826,0.0,0.0,0.0,0
0.07,25.71,-1.52,0.1,-0.84,0.67,18.1165,0.0,0.0,7.94,0.0,-0.15,4.0,-0.07,0.0,0.840270305,0.0,0.0,0.0,0
0.05,30.0,1.53,0.333333333,-0.26,0.07,13.183,0.0,0.0,3.33,0.0,-0.52,1.0,-0.41,0.0,0.907736539,0.0,0.0,1.0,1
0.03,80.0,-4.53,0.0,0.07,0.08,17.9996,0.0,0.0,6.01,0.0,0.26,2.0,0.26,2.0,1.228563413,0.0,0.0,1.0,0
0.07,54.0,4.44,0.181818182,-0.57,0.08,20.3998,0.0,0.0,4.37,2.0,0.47,3.0,0.4,3.5,0.808131896,1.0,0.0,0.0,0
-0.77,24.75,0.91,0.0,-0.25,-0.58,19.0165,0.0,0.0,0.68,0.0,-0.42,0.0,-0.71,0.0,0.901417729,0.0,0.0,0.0,1
-0.74,44.0,1.75,0.25,-0.36,-0.76,7.5498,0.0,0.0,2.84,0.0,-0.35,2.0,-0.28,0.0,1.114817462,0.0,0.0,0.0,1
-0.05,14.21,-1.12,0.0,0.33,0.01,21.6497,0.0,0.0,6.1,0.0,-0.41,4.0,-0.19,0.0,0.164555685,0.0,1.0,0.0,1
0.04,56.8,-2.36,99.0,0.48,0.45,58.0997,0.0,0.0,5.36,0.0,-0.88,0.0,-0.41,0.0,0.523388563,1.0,0.0,3.0,0
1.3,41.29,-1.74,99.0,-0.08,0.34,35.5664,0.0,0.0,1.8,0.0,0.56,12.0,-0.06,0.0,1.257401524,1.0,0.0,2.0,0
0.44,100.0,-4.84,99.0,0.05,0.52,15.3498,0.0,0.0,2.04,0.0,0.16,0.0,0.13,0.0,0.871670268,0.0,1.0,0.0,0
-0.3,62.17,2.94,99.0,0.26,-0.26,66.0998,0.0,0.0,8.49,0.0,0.31,0.0,0.23,0.0,0.879767003,2.0,0.0,0.0,1
-0.07,50.0,-1.26,99.0,-0.27,-0.06,19.7498,0.0,0.0,4.47,0.0,-0.38,1.0,-0.29,0.0,0.851416574,1.0,0.0,0.0,0
0.07,0.0,-3.73,0.0,-0.15,-0.18,11.8163,0.0,0.0,2.96,0.0,-0.05,0.0,-0.05,0.0,0.867773797,0.0,0.0,0.0,0
0.19,20.0,3.27,0.083333333,0.8,0.42,15.8665,0.0,0.0,2.42,0.0,-0.26,4.0,-0.05,2.0,0.204935474,1.0,0.0,0.0,0
-0.04,88.33,-5.48,0.0,-0.17,0.03,18.2832,0.0,0.0,4.02,0.0,0.08,0.0,0.21,0.0,0.95317292,0.0,1.0,0.0,0
0.16,12.67,1.59,0.333333333,-0.21,-0.08,13.2664,0.0,0.0,4.43,0.0,0.34,8.0,0.17,2.0,0.784660895,0.0,2.0,0.0,0
-0.49,54.0,0.0,0.0,-0.3,0.49,20.9832,0.0,0.0,0.85,0.0,-0.54,15.0,0.48,0.0,0.753782865,0.0,0.0,0.0,0
-0.47,27.78,-0.69,0.0,0.05,-0.6,14.1331,0.0,0.0,9.0,0.0,0.21,9.0,0.09,3.0,0.940798876,0.0,0.0,0.0,0
0.63,61.25,-1.49,0.0,0.42,0.53,23.183,0.0,0.0,4.11,0.0,0.33,0.0,0.21,0.0,0.948560865,2.0,0.0,0.0,0
0.25,90.8,-4.83,99.0,0.05,0.39,81.2664,0.0,0.0,3.46,0.0,0.18,0.0,0.33,0.0,0.821602832,1.0,0.0,0.0,0
-0.01,79.09,-7.29,99.0,0.03,-0.02,62.183,0.0,0.0,8.85,0.0,0.32,0.0,0.07,0.0,0.703808264,2.0,0.0,0.0,0
-0.33,59.33,1.48,99.0,0.27,-0.28,41.7164,0.0,0.0,8.86,0.0,0.24,3.0,-0.07,0.0,0.920380286,1.0,0.0,1.0,0
0.79,13.5,0.14,0.25,0.01,-0.42,2.1164,0.0,0.0,0.39,0.0,0.2,8.0,0.0,0.0,0.945351198,0.0,0.0,0.0,0
-0.39,64.0,-2.26,0.0,-0.23,-0.49,7.3997,0.0,0.0,1.18,0.0,-0.26,3.0,-0.14,0.0,1.294840319,1.0,1.0,1.0,0
-0.32,52.5,0.11,0.0,0.12,-0.06,10.0664,0.0,0.0,1.91,0.0,0.11,2.0,0.14,0.0,1.448756341,0.0,0.0,0.0,0
0.52,50.0,-4.32,0.0,0.02,0.66,20.1498,0.0,0.0,5.4,0.0,0.01,0.0,0.05,0.0,0.55126271,0.0,0.0,0.0,0
-0.39,90.5,-6.67,99.0,0.09,-0.25,43.6831,0.0,0.0,6.66,0.0,-0.25,0.0,-0.42,0.0,0.857433863,0.0,0.0,1.0,0
1.11,49.0,-2.91,0.0,0.01,0.85,34.7997,0.0,0.0,6.82,0.0,0.96,4.0,0.53,0.0,1.06738762,2.0,0.0,0.0,0
-0.44,92.71,-0.62,1.0,-0.25,-0.88,10.3331,0.0,0.0,18.74,0.0,0.28,2.0,-0.8,0.0,0.450727994,2.0,0.0,0.0,1
-0.65,40.0,3.06,99.0,0.17,-0.2,5.6331,0.0,0.0,1.36,0.0,-0.41,2.0,0.15,0.0,0.798732706,0.0,0.0,1.0,1
0.59,49.23,4.47,99.0,-0.4,0.64,63.7163,0.0,0.0,12.87,0.0,-0.09,3.0,0.05,0.0,1.193874547,2.0,0.0,0.0,0
0.56,27.3,0.45,0.0,-0.04,0.2,24.0997,0.0,0.0,1.48,0.0,0.54,10.0,0.61,3.0,1.742039338,0.0,4.0,0.0,0
-0.23,26.67,-2.12,99.0,-0.13,-0.11,19.4331,0.0,0.0,3.93,0.0,-0.64,2.0,-0.32,0.0,0.752808707,0.0,1.0,0.0,0
0.89,46.67,-3.91,0.111111111,-0.1,0.92,3.2498,0.0,0.0,0.85,0.0,-0.53,0.0,-0.44,0.0,0.361243431,1.0,0.0,0.0,1
0.34,45.0,1.6,0.0,0.6,0.34,26.4331,0.0,0.0,4.44,0.0,0.04,4.0,0.04,0.0,0.532517834,1.0,0.0,1.0,0
0.25,20.1,-0.38,0.0,-0.16,0.71,46.4997,0.0,0.0,6.84,0.0,-0.2,3.0,0.6,0.0,1.118677837,1.0,0.0,1.0,0
0.99,23.95,0.03,0.0,0.9,1.04,36.3163,0.0,0.0,11.06,0.0,0.65,4.0,0.41,0.0,0.764524535,0.0,0.0,0.0,0
-0.42,81.75,-6.57,0.25,-0.4,-0.02,28.9497,0.0,0.0,2.6,0.0,0.21,1.0,0.37,4.0,0.716968693,0.0,0.0,0.0,0
-0.02,77.0,-5.84,0.0,0.23,0.9,42.5998,0.0,0.0,3.07,0.0,0.09,0.0,0.15,0.0,1.494872612,0.0,0.0,0.0,0
-0.73,32.78,5.18,99.0,0.29,-0.86,8.0665,0.0,0.0,1.88,0.0,-0.09,0.0,-0.29,0.0,0.341708381,1.0,0.0,0.0,1
-0.15,12.35,1.65,0.0,-0.06,-0.17,13.6331,0.0,0.0,1.63,0.0,-0.03,2.0,-0.03,0.0,1.312932555,0.0,0.0,0.0,0
0.4,27.5,0.27,0.214285714,0.06,-0.15,3.0332,0.0,0.0,0.76,0.0,0.09,9.0,-0.03,5.0,0.177559034,0.0,3.0,3.0,0
-0.12,26.14,-0.19,99.0,-0.01,-0.31,24.0664,0.0,0.0,4.15,0.0,-0.16,1.0,-0.53,0.0,0.802448497,0.0,0.0,1.0,0
-0.27,53.8,-3.88,0.0,-0.02,0.18,33.033,0.0,0.0,4.83,0.0,-0.25,0.0,-0.35,0.0,1.431009263,0.0,0.0,0.0,0
-0.69,53.67,-0.89,99.0,-0.71,-0.52,0.0,0.0,0.0,1.2,0.0,-1.21,0.0,-0.45,0.0,1.331014468,0.0,0.0,3.0,1
-0.7,24.0,-0.41,0.222222222,-0.49,-0.67,1.0999,0.0,0.0,0.4,0.0,-0.17,6.0,-0.1,2.0,0.327453698,0.0,0.0,0.0,1
-0.31,60.0,-0.74,0.157894737,0.31,-0.48,1.4166,0.0,0.0,0.49,0.0,-0.02,1.0,0.02,0.0,1.684623527,0.0,0.0,0.0,1
-0.02,25.5,0.77,99.0,-0.07,-0.04,24.6331,0.0,0.0,1.84,0.0,0.15,2.0,0.16,0.0,1.357811103,0.0,0.0,1.0,0
0.19,55.0,-5.07,0.166666667,0.36,-0.51,28.0331,0.0,0.0,7.86,0.0,0.08,0.0,-0.7,0.0,0.2129331,0.0,0.0,0.0,1
-0.43,45.71,4.37,1.0,-0.42,-0.39,7.0831,0.0,0.0,3.69,0.0,0.15,2.0,0.06,0.0,1.192614917,0.0,0.0,0.0,1
0.94,47.75,1.04,0.2,-0.25,0.34,35.4164,0.0,0.0,10.0,0.0,0.63,0.0,0.12,0.0,0.289609733,1.0,0.0,0.0,0
0.21,17.27,0.27,0.0,0.13,-0.23,21.483,0.0,0.0,5.28,0.0,-0.18,1.0,-0.44,0.0,0.814503644,0.0,0.0,0.0,0
-0.7,40.0,-1.26,0.25,0.15,-0.62,6.0831,0.0,0.0,0.81,0.0,-0.29,0.0,-0.11,0.0,0.632156892,0.0,0.0,0.0,1
-0.54,26.8,0.0,0.0,-0.31,0.98,37.5664,0.0,0.0,1.28,0.0,-0.69,0.0,0.11,0.0,1.405995078,0.0,0.0,0.0,0
0.16,30.0,-0.74,99.0,0.52,0.18,19.1164,0.0,0.0,3.39,0.0,-0.73,1.0,-0.46,0.0,1.048741498,0.0,0.0,0.0,0
-0.07,40.0,-2.02,99.0,0.01,-0.18,9.6998,0.0,0.0,2.59,0.0,0.12,0.0,0.1,0.0,0.601201373,1.0,0.0,0.0,0
-0.26,36.67,2.09,1.0,-0.32,-0.42,21.8332,0.0,0.0,15.11,0.0,-0.63,5.0,0.11,0.0,1.606987342,1.0,0.0,1.0,0
0.54,90.0,-4.47,99.0,0.24,0.69,50.0331,0.0,0.0,11.24,0.0,0.99,2.0,0.5,0.0,1.857878357,1.0,0.0,0.0,0
-0.67,60.0,3.04,0.666666667,0.44,-0.58,30.7164,0.0,0.0,2.22,2.0,0.09,6.0,0.23,2.0,0.526501467,1.0,0.0,1.0,0
0.19,146.67,2.26,99.0,-0.17,0.16,81.1828,0.0,0.0,8.21,0.0,0.49,0.0,0.7,0.0,1.003499348,1.0,1.0,0.0,0
-0.58,58.75,-1.67,0.333333333,-0.01,-0.49,6.3332,0.0,0.0,3.57,0.0,-1.15,2.0,-0.62,0.0,0.753316166,0.0,0.0,3.0,0
0.16,36.33,-4.68,0.111111111,0.06,0.82,17.6997,0.0,0.0,5.41,0.0,0.37,0.0,0.33,2.0,0.504916776,0.0,0.0,0.0,0
0.26,75.0,-4.19,0.25,0.19,0.32,15.9998,0.0,0.0,3.15,0.0,0.18,0.0,0.21,0.0,1.373090771,0.0,0.0,2.0,0
-0.51,31.43,-2.1,99.0,-0.31,-0.57,9.2331,0.0,0.0,1.6,0.0,-0.36,1.0,-0.27,0.0,1.488415121,0.0,0.0,0.0,0
0.14,13.67,-0.2,0.0,0.68,0.37,40.2997,0.0,0.0,6.71,0.0,0.85,9.0,0.66,5.0,0.878787627,1.0,0.0,0.0,0
-0.4,56.0,1.87,99.0,0.1,-0.42,17.8498,0.0,0.0,5.28,0.0,0.04,3.0,0.06,0.0,1.542107462,1.0,0.0,0.0,0
0.6,49.33,-3.1,0.0,-0.05,0.82,16.6831,0.0,0.0,5.51,0.0,0.19,2.0,0.25,2.0,0.0,0.0,0.0,1.0,0
0.44,49.0,-3.8,0.0,-0.09,-0.1,14.433,0.0,0.0,4.98,0.0,0.19,0.0,-0.23,0.0,0.472695156,0.0,2.0,0.0,0
-0.39,31.25,-2.44,0.071428571,0.2,-0.25,5.4998,0.0,0.0,1.91,0.0,0.16,7.0,0.14,6.0,1.565935502,0.0,0.0,1.0,1
0.09,70.0,-1.34,0.0,0.01,0.39,23.2498,0.0,0.0,3.83,0.0,-0.37,0.0,0.23,0.0,0.910303691,0.0,0.0,0.0,0
0.09,58.57,-6.14,1.0,0.0,0.1,35.8998,0.0,0.0,11.9,0.0,0.06,0.0,0.07,0.0,0.88707871,1.0,0.0,0.0,0
-0.03,25.83,-0.74,0.2,0.19,-0.02,12.3498,0.0,0.0,4.72,0.0,0.18,3.0,0.12,0.0,0.900358419,0.0,0.0,0.0,0
-0.33,30.0,-2.18,0.5,0.02,-0.24,10.3497,0.0,0.0,2.34,0.0,0.0,2.0,0.02,0.0,0.956769394,0.0,0.0,0.0,0
0.52,24.83,0.81,0.166666667,0.12,0.22,10.9497,0.0,0.0,3.1,0.0,0.17,4.0,0.09,0.0,1.332117785,0.0,1.0,0.0,0
-0.34,34.33,0.57,0.25,-0.09,-0.37,15.7831,0.0,0.0,1.52,0.0,-0.04,0.0,-0.13,0.0,0.790742987,0.0,0.0,0.0,0
0.04,61.0,-7.41,99.0,-0.06,0.08,15.1332,0.0,0.0,6.66,0.0,0.33,0.0,-0.15,0.0,0.107273402,0.0,0.0,0.0,0
-0.16,32.6,4.32,99.0,0.53,0.31,52.0663,0.0,0.0,5.05,0.0,0.11,3.0,0.19,0.0,1.070952048,1.0,0.0,2.0,0
-0.62,18.67,1.07,0.285714286,0.01,-0.62,2.0165,0.0,0.0,0.97,0.0,0.0,1.0,-0.02,0.0,0.877131065,0.0,0.0,0.0,1
0.05,42.0,-1.49,99.0,-0.35,-0.21,37.933,0.0,0.0,6.12,0.0,0.57,1.0,0.2,0.0,1.437400032,1.0,0.0,4.0,0
-0.15,53.33,-4.77,0.0,0.27,0.32,15.7664,0.0,0.0,3.71,0.0,0.19,5.0,0.3,4.0,0.567792322,0.0,1.0,0.0,0
-0.08,52.73,1.52,0.0,0.65,-0.07,43.7164,0.0,0.0,4.41,0.0,0.83,0.0,0.67,0.0,0.660129303,1.0,0.0,0.0,1
-0.75,38.46,-2.84,0.0,0.05,-0.73,7.8831,0.0,0.0,1.54,0.0,-0.67,2.0,-0.38,0.0,1.306951811,0.0,1.0,0.0,1
0.8,20.89,-2.14,0.5,-0.49,0.07,9.0665,0.0,0.0,6.9,0.0,0.28,3.0,-0.07,0.0,1.200912806,0.0,0.0,2.0,0
-0.08,18.08,1.06,0.0,0.07,-0.04,27.6165,0.0,0.0,13.3,0.0,0.03,4.0,-0.01,0.0,0.732134867,0.0,0.0,0.0,0
0.03,54.0,-5.57,0.0,-0.31,0.52,46.8664,0.0,0.0,5.25,0.0,0.28,1.0,0.47,0.0,0.902912092,0.0,0.0,0.0,0
-0.11,19.5,-0.31,0.25,0.08,0.12,13.8665,0.0,0.0,8.41,0.0,0.36,6.0,0.09,0.0,0.752671383,0.0,0.0,0.0,0
-0.17,128.33,-6.91,0.666666667,-0.4,-0.15,19.6165,0.0,0.0,7.06,0.0,-0.58,0.0,-0.49,0.0,0.835984678,0.0,0.0,0.0,0
-0.28,50.0,-1.47,0.0,0.35,-0.24,11.5664,0.0,0.0,0.64,0.0,-0.3,0.0,-0.18,0.0,1.093122829,1.0,0.0,3.0,0
0.04,96.83,-5.05,99.0,-0.26,-0.48,41.0165,0.0,0.0,9.32,0.0,0.38,1.0,-0.73,0.0,0.881407588,1.0,0.0,0.0,0
0.07,73.75,2.68,0.5,0.22,0.05,30.6165,0.0,0.0,8.15,0.0,0.29,0.0,0.21,0.0,0.98510378,1.0,0.0,1.0,0
0.37,68.33,-0.48,0.142857143,0.06,0.21,17.2164,0.0,0.0,4.54,0.0,0.35,6.0,0.38,4.0,0.800445466,1.0,3.0,0.0,0
-0.15,61.43,3.73,99.0,0.01,-0.23,29.8164,0.0,0.0,8.18,0.0,-0.19,4.0,-0.26,0.0,1.386395677,1.0,0.0,5.0,0
-0.46,54.0,-0.01,99.0,-0.06,0.6,34.4997,0.0,0.0,1.73,0.0,0.01,15.0,0.21,0.0,1.022374851,0.0,4.0,0.0,0
-0.21,53.0,-5.78,99.0,-0.37,-0.62,9.7998,0.0,0.0,2.02,0.0,-0.14,0.0,-0.91,0.0,0.751094461,1.0,0.0,0.0,1
-0.51,38.0,0.42,0.0,-0.32,-0.56,28.9995,0.0,0.0,3.38,0.0,-0.22,9.0,-0.16,0.0,1.129049414,0.0,0.0,0.0,0
-0.49,80.17,-5.41,0.0,-0.08,0.09,36.3331,0.0,0.0,3.3,0.0,-1.13,4.0,-0.32,0.0,0.497873142,0.0,0.0,0.0,1
0.17,58.33,-5.61,0.5,-0.26,0.1,20.1831,0.0,0.0,4.27,2.0,0.21,3.0,0.17,3.0,0.658745944,1.0,0.0,0.0,0
0.11,16.67,-0.87,0.2,0.63,0.45,7.8832,0.0,0.0,2.92,0.0,-0.27,7.0,-0.06,0.0,0.083573011,0.0,0.0,0.0,0
-0.08,110.5,-7.19,99.0,0.12,0.4,49.183,0.0,0.0,2.87,0.0,-0.19,0.0,-0.04,0.0,1.491844991,0.0,0.0,2.0,0
-0.41,95.0,-4.64,99.0,-0.78,0.12,45.9998,0.0,0.0,4.98,0.0,-0.42,0.0,-0.28,0.0,0.693253955,0.0,0.0,1.0,0
0.21,36.67,-0.31,0.0,0.0,0.17,17.8831,0.0,0.0,3.29,0.0,-0.05,3.0,-0.05,0.0,0.677985728,1.0,0.0,0.0,0
0.68,33.75,-0.18,0.0,0.25,0.71,44.1997,0.0,0.0,4.99,0.0,0.62,1.0,0.53,0.0,0.835440836,1.0,0.0,0.0,0
0.31,67.5,-7.82,0.0,-1.04,0.4,17.5164,0.0,0.0,7.69,0.0,-0.76,0.0,-0.51,0.0,0.389443191,0.0,0.0,2.0,0
0.08,26.25,0.06,0.222222222,0.27,0.35,46.5664,0.0,0.0,12.27,2.0,1.3,10.0,1.0,4.0,0.683535875,1.0,1.0,0.0,1
-0.6,77.5,-0.11,0.5,0.39,-0.76,13.4331,0.0,0.0,2.48,3.0,-0.08,6.0,-0.16,4.0,0.757720252,0.0,0.0,0.0,1
0.26,58.33,-2.24,99.0,-0.75,0.32,26.9832,0.0,0.0,5.78,0.0,0.12,2.0,0.09,0.0,0.777618772,1.0,0.0,1.0,0
-0.56,43.0,-2.48,0.0,0.2,-0.32,16.2831,0.0,0.0,3.1,0.0,-0.32,1.0,-0.08,0.0,1.10304065,0.0,1.0,1.0,1
0.24,120.0,-3.68,0.0,0.06,0.84,13.383,0.0,0.0,3.37,0.0,0.3,1.0,0.25,0.0,0.670164201,0.0,0.0,0.0,1
-0.26,20.56,0.81,0.0,-0.36,-0.28,7.5998,0.0,0.0,2.25,0.0,0.03,5.0,0.01,0.0,1.704453415,0.0,0.0,0.0,0
-1.0,43.33,-0.02,0.272727273,-0.21,-1.0,0.0999,0.0,0.0,0.03,3.0,-0.35,13.0,-0.29,2.5,0.916350701,0.0,0.0,0.0,1
0.28,41.45,-2.13,99.0,-0.19,0.21,52.2998,0.0,0.0,15.95,0.0,0.72,0.0,0.39,0.0,0.87867822,1.0,0.0,0.0,0
-0.39,50.0,-1.66,0.2,-0.02,-0.37,3.0331,0.0,0.0,0.85,0.0,-0.17,0.0,-0.15,2.0,1.096606911,0.0,0.0,0.0,0
-0.21,34.29,1.02,0.0,-0.03,0.08,53.383,0.0,0.0,3.65,0.0,-0.03,2.0,-0.12,0.0,0.676503476,1.0,0.0,2.0,0
-0.29,16.67,-0.56,0.111111111,-0.06,-0.74,0.5832,0.0,0.0,4.81,0.0,0.01,4.0,-0.34,0.0,0.0,0.0,0.0,1.0,0
0.62,67.5,-4.67,0.0,-0.33,0.16,11.7831,0.0,0.0,5.67,0.0,0.16,0.0,0.18,0.0,0.379961578,0.0,0.0,0.0,0
-0.52,27.08,-4.18,0.25,0.07,-0.48,11.7664,0.0,0.0,3.11,0.0,-0.15,0.0,-0.09,0.0,0.540902014,0.0,0.0,0.0,1
-0.06,66.0,0.69,0.0,-0.12,-0.17,23.2497,0.0,0.0,9.01,0.0,0.36,1.0,-0.01,0.0,0.770775449,1.0,0.0,1.0,0
0.0,107.14,4.67,99.0,0.59,-0.18,51.0664,0.0,0.0,7.09,0.0,0.53,2.0,0.24,0.0,0.650208766,2.0,0.0,0.0,0
-0.07,45.33,-4.75,0.0,-0.54,-0.01,21.9998,0.0,0.0,3.79,0.0,-0.02,0.0,-0.34,0.0,0.718267922,0.0,0.0,0.0,0
